,B,C,D,E
465,2.933016315,"16,142",iTLB-load-misses,-21.28%
466,2.933016315,"6,29,135",LLC-load-misses,-24.98%
467,2.933016315,"25,184",LLC-store-misses,-30.30%
468,2.933016315,"1,76,426",branch-load-misses,-40.93%
469,2.933016315,"19,67,65,374",cycles,-51.55%
470,2.933016315,"25,72,56,155",instructions              #    1.31  insn per cycle,-62.19%
471,3.008224758,"1,45,987",branch-misses,-63.33%
472,3.008224758,"53,18,978",cache-misses,-68.65%
473,3.008224758,"83,87,884",L1-dcache-load-misses,-68.08%
474,3.008224758,"8,17,497",L1-icache-load-misses,-68.09%
475,3.008224758,"11,48,982",dTLB-load-misses,-68.09%
476,3.008224758,"4,749",dTLB-store-misses,-68.57%
477,3.008224758,"19,763",iTLB-load-misses,-42.55%
478,3.008224758,"8,66,411",LLC-load-misses,-42.55%
479,3.008224758,"22,795",LLC-store-misses,-42.07%
480,3.008224758,"1,57,828",branch-load-misses,-47.39%
481,3.008224758,"18,44,63,275",cycles,-52.71%
482,3.008224758,"22,27,21,679",instructions              #    1.21  insn per cycle,-58.03%
483,3.083464735,"1,50,579",branch-misses,-64.28%
484,3.083464735,"51,33,608",cache-misses,-74.91%
485,3.083464735,"92,37,025",L1-dcache-load-misses,-80.23%
486,3.083464735,"9,04,996",L1-icache-load-misses,-84.05%
487,3.083464735,"12,02,943",dTLB-load-misses,-84.05%
488,3.083464735,"5,218",dTLB-store-misses,-83.58%
489,3.083464735,"19,717",iTLB-load-misses,-25.10%
490,3.083464735,"6,03,899",LLC-load-misses,-21.26%
491,3.083464735,"25,270",LLC-store-misses,-21.73%
492,3.083464735,"1,52,129",branch-load-misses,-32.36%
493,3.083464735,"19,29,67,768",cycles,-42.99%
494,3.083464735,"24,30,04,470",instructions              #    1.26  insn per cycle,-53.62%
495,3.15867729,"1,61,961",branch-misses,-71.91%
496,3.15867729,"50,76,704",cache-misses,-77.22%
497,3.15867729,"95,78,475",L1-dcache-load-misses,-71.90%
498,3.15867729,"9,97,258",L1-icache-load-misses,-68.09%
499,3.15867729,"13,20,944",dTLB-load-misses,-68.09%
500,3.15867729,"5,348",dTLB-store-misses,-68.10%
501,3.15867729,"22,053",iTLB-load-misses,-38.72%
502,3.15867729,"6,62,680",LLC-load-misses,-42.55%
503,3.15867729,"26,810",LLC-store-misses,-42.54%
504,3.15867729,"1,63,979",branch-load-misses,-53.17%
505,3.15867729,"19,57,10,689",cycles,-61.29%
506,3.15867729,"25,83,47,086",instructions              #    1.32  insn per cycle,-66.60%
507,3.233898403,"1,26,383",branch-misses,-57.45%
508,3.233898403,"54,69,095",cache-misses,-68.09%
509,3.233898403,"77,28,908",L1-dcache-load-misses,-71.66%
510,3.233898403,"7,47,806",L1-icache-load-misses,-76.99%
511,3.233898403,"10,80,211",dTLB-load-misses,-82.31%
512,3.233898403,"4,339",dTLB-store-misses,-84.05%
513,3.233898403,"18,221",iTLB-load-misses,-33.66%
514,3.233898403,"9,73,660",LLC-load-misses,-28.34%
515,3.233898403,"22,246",LLC-store-misses,-23.02%
516,3.233898403,"1,31,449",branch-load-misses,-28.34%
517,3.233898403,"17,93,18,897",cycles,-36.18%
518,3.233898403,"20,51,82,073",instructions              #    1.14  insn per cycle,-46.82%
519,3.309133689,"1,50,367",branch-misses,-78.73%
520,3.309133689,"52,53,559",cache-misses,-84.05%
521,3.309133689,"91,60,912",L1-dcache-load-misses,-80.47%
522,3.309133689,"8,74,050",L1-icache-load-misses,-75.16%
523,3.309133689,"13,08,830",dTLB-load-misses,-69.85%
524,3.309133689,"5,040",dTLB-store-misses,-68.11%
525,3.309133689,"15,113",iTLB-load-misses,-30.16%
526,3.309133689,"8,46,129",LLC-load-misses,-35.46%
527,3.309133689,"21,852",LLC-store-misses,-40.78%
528,3.309133689,"1,56,064",branch-load-misses,-51.41%
529,3.309133689,"19,00,37,964",cycles,-62.04%
530,3.309133689,"24,07,28,521",instructions              #    1.27  insn per cycle,-72.67%
531,3.384359937,"1,45,696",branch-misses,-57.47%
532,3.384359937,"52,66,065",cache-misses,-68.10%
533,3.384359937,"94,68,895",L1-dcache-load-misses,-68.08%
534,3.384359937,"8,65,290",L1-icache-load-misses,-68.38%
535,3.384359937,"12,33,896",dTLB-load-misses,-73.70%
536,3.384359937,"4,565",dTLB-store-misses,-79.03%
537,3.384359937,"18,262",iTLB-load-misses,-42.26%
538,3.384359937,"7,18,444",LLC-load-misses,-36.94%
539,3.384359937,"27,895",LLC-store-misses,-31.62%
540,3.384359937,"1,52,480",branch-load-misses,-36.94%
541,3.384359937,"19,36,23,815",cycles,-42.25%
542,3.384359937,"24,98,83,873",instructions              #    1.29  insn per cycle,-47.57%
543,3.459604633,"1,31,268",branch-misses,-74.72%
544,3.459604633,"53,04,240",cache-misses,-84.05%
545,3.459604633,"85,10,837",L1-dcache-load-misses,-84.04%
546,3.459604633,"8,22,002",L1-icache-load-misses,-83.76%
547,3.459604633,"11,67,492",dTLB-load-misses,-78.45%
548,3.459604633,"4,621",dTLB-store-misses,-73.13%
549,3.459604633,"22,731",iTLB-load-misses,-21.56%
550,3.459604633,"10,51,047",LLC-load-misses,-26.87%
551,3.459604633,"27,526",LLC-store-misses,-32.18%
552,3.459604633,"1,42,282",branch-load-misses,-42.81%
553,3.459604633,"18,35,14,598",cycles,-53.44%
554,3.459604633,"22,79,03,707",instructions              #    1.24  insn per cycle,-64.07%
555,3.534844879,"1,25,046",branch-misses,-61.47%
556,3.534844879,"55,19,771",cache-misses,-68.10%
557,3.534844879,"71,99,240",L1-dcache-load-misses,-68.09%
558,3.534844879,"7,50,034",L1-icache-load-misses,-68.10%
559,3.534844879,"9,73,738",dTLB-load-misses,-68.10%
560,3.534844879,"4,101",dTLB-store-misses,-70.41%
561,3.534844879,"19,545",iTLB-load-misses,-42.54%
562,3.534844879,"11,36,159",LLC-load-misses,-42.53%
563,3.534844879,"21,537",LLC-store-misses,-40.23%
564,3.534844879,"1,16,539",branch-load-misses,-45.54%
565,3.534844879,"16,95,50,097",cycles,-50.86%
566,3.534844879,"19,35,31,534",instructions              #    1.14  insn per cycle,-56.18%
567,3.610069013,"1,21,638",branch-misses,-66.13%
568,3.610069013,"57,89,774",cache-misses,-76.76%
569,3.610069013,"70,85,262",L1-dcache-load-misses,-82.08%
570,3.610069013,"6,84,836",L1-icache-load-misses,-84.04%
571,3.610069013,"9,50,344",dTLB-load-misses,-84.05%
572,3.610069013,"3,375",dTLB-store-misses,-81.75%
573,3.610069013,"14,950",iTLB-load-misses,-23.25%
574,3.610069013,"12,84,965",LLC-load-misses,-21.27%
575,3.610069013,"27,053",LLC-store-misses,-23.57%
576,3.610069013,"1,13,482",branch-load-misses,-34.20%
577,3.610069013,"16,78,41,330",cycles,-44.84%
578,3.610069013,"18,62,34,176",instructions              #    1.11  insn per cycle,-55.47%
579,3.685283547,"1,07,646",branch-misses,-70.04%
580,3.685283547,"58,22,974",cache-misses,-75.36%
581,3.685283547,"70,46,631",L1-dcache-load-misses,-70.05%
582,3.685283547,"6,89,948",L1-icache-load-misses,-68.09%
583,3.685283547,"9,33,739",dTLB-load-misses,-68.10%
584,3.685283547,"3,675",dTLB-store-misses,-68.10%
585,3.685283547,"14,177",iTLB-load-misses,-40.58%
586,3.685283547,"12,73,319",LLC-load-misses,-42.55%
587,3.685283547,"16,054",LLC-store-misses,-42.54%
588,3.685283547,"1,01,090",branch-load-misses,-53.17%
589,3.685283547,"16,50,74,744",cycles,-59.42%
590,3.685283547,"17,94,20,179",instructions              #    1.09  insn per cycle,-64.74%
591,3.760507989,"1,03,345",branch-misses,-57.57%
592,3.760507989,"58,94,105",cache-misses,-68.20%
593,3.760507989,"68,28,685",L1-dcache-load-misses,-73.52%
594,3.760507989,"6,14,537",L1-icache-load-misses,-78.84%
595,3.760507989,"9,74,049",dTLB-load-misses,-84.05%
596,3.760507989,"3,517",dTLB-store-misses,-84.05%
597,3.760507989,"13,609",iTLB-load-misses,-31.81%
598,3.760507989,"13,07,293",LLC-load-misses,-26.49%
599,3.760507989,"21,690",LLC-store-misses,-21.27%
600,3.760507989,"1,24,454",branch-load-misses,-26.58%
601,3.760507989,"16,42,13,936",cycles,-36.28%
602,3.760507989,"17,90,68,200",instructions              #    1.09  insn per cycle,-46.91%
604,3.835739066,"1,04,535",branch-misses,-78.63%
605,3.835739066,"57,64,365",cache-misses,-83.95%
606,3.835739066,"67,58,371",L1-dcache-load-misses,-78.61%
607,3.835739066,"6,49,050",L1-icache-load-misses,-73.30%
608,3.835739066,"9,32,905",dTLB-load-misses,-68.09%
609,3.835739066,"3,563",dTLB-store-misses,-68.10%
610,3.835739066,"12,755",iTLB-load-misses,-32.01%
611,3.835739066,"13,31,406",LLC-load-misses,-37.32%
612,3.835739066,"19,758",LLC-store-misses,-42.54%
613,3.835739066,"1,04,000",branch-load-misses,-53.18%
614,3.835739066,"16,21,08,629",cycles,-63.81%
615,3.835739066,"17,53,81,264",instructions              #    1.08  insn per cycle,-73.33%
616,3.910971412,"93,472",branch-misses,-57.46%
617,3.910971412,"59,17,553",cache-misses,-68.09%
618,3.910971412,"67,48,573",L1-dcache-load-misses,-68.09%
619,3.910971412,"6,28,567",L1-icache-load-misses,-70.25%
620,3.910971412,"9,53,280",dTLB-load-misses,-75.57%
621,3.910971412,"3,271",dTLB-store-misses,-80.89%
622,3.910971412,"17,967",iTLB-load-misses,-40.39%
623,3.910971412,"13,53,446",LLC-load-misses,-35.07%
624,3.910971412,"12,188",LLC-store-misses,-29.76%
625,3.910971412,"86,180",branch-load-misses,-35.07%
626,3.910971412,"16,00,50,587",cycles,-40.39%
627,3.910971412,"17,11,41,918",instructions              #    1.07  insn per cycle,-46.82%
628,3.986202513,"1,01,566",branch-misses,-76.59%
629,3.986202513,"58,30,882",cache-misses,-84.05%
630,3.986202513,"67,55,253",L1-dcache-load-misses,-84.05%
631,3.986202513,"6,33,603",L1-icache-load-misses,-81.90%
632,3.986202513,"9,43,112",dTLB-load-misses,-76.59%
633,3.986202513,"3,374",dTLB-store-misses,-71.27%
634,3.986202513,"12,931",iTLB-load-misses,-23.42%
635,3.986202513,"13,05,172",LLC-load-misses,-28.73%
636,3.986202513,"20,264",LLC-store-misses,-34.04%
637,3.986202513,"1,03,033",branch-load-misses,-44.67%
638,3.986202513,"16,38,94,719",cycles,-55.30%
639,3.986202513,"17,55,22,860",instructions              #    1.07  insn per cycle,-65.93%
640,4.061421603,"98,909",branch-misses,-59.59%
641,4.061421603,"58,39,938",cache-misses,-68.09%
642,4.061421603,"66,75,711",L1-dcache-load-misses,-68.09%
643,4.061421603,"5,93,863",L1-icache-load-misses,-68.09%
644,4.061421603,"9,40,970",dTLB-load-misses,-68.10%
645,4.061421603,"3,142",dTLB-store-misses,-72.30%
646,4.061421603,"14,914",iTLB-load-misses,-42.55%
647,4.061421603,"13,17,782",LLC-load-misses,-42.54%
648,4.061421603,"18,866",LLC-store-misses,-38.34%
649,4.061421603,"1,03,046",branch-load-misses,-43.66%
650,4.061421603,"16,17,80,982",cycles,-48.98%
651,4.061421603,"17,47,30,440",instructions              #    1.08  insn per cycle,-54.30%
652,4.136661436,"88,824",branch-misses,-68.00%
653,4.136661436,"59,25,985",cache-misses,-78.64%
654,4.136661436,"66,91,436",L1-dcache-load-misses,-83.95%
655,4.136661436,"6,02,804",L1-icache-load-misses,-84.05%
656,4.136661436,"9,23,399",dTLB-load-misses,-84.05%
657,4.136661436,"3,396",dTLB-store-misses,-79.85%
658,4.136661436,"15,347",iTLB-load-misses,-21.37%
659,4.136661436,"13,31,720",LLC-load-misses,-21.27%
660,4.136661436,"16,962",LLC-store-misses,-25.46%
661,4.136661436,"79,905",branch-load-misses,-36.09%
662,4.136661436,"16,12,76,637",cycles,-46.72%
663,4.136661436,"16,96,13,822",instructions              #    1.05  insn per cycle,-57.35%
664,4.21185957,"1,10,566",branch-misses,-68.17%
665,4.21185957,"60,16,363",cache-misses,-73.49%
666,4.21185957,"66,02,507",L1-dcache-load-misses,-68.17%
667,4.21185957,"5,95,931",L1-icache-load-misses,-68.08%
668,4.21185957,"8,93,191",dTLB-load-misses,-68.09%
669,4.21185957,"3,242",dTLB-store-misses,-68.09%
670,4.21185957,"15,064",iTLB-load-misses,-42.46%
671,4.21185957,"13,65,577",LLC-load-misses,-42.55%
672,4.21185957,"15,217",LLC-store-misses,-42.55%
673,4.21185957,"1,13,769",branch-load-misses,-52.23%
674,4.21185957,"16,21,68,036",cycles,-57.55%
675,4.21185957,"17,04,68,854",instructions              #    1.05  insn per cycle,-62.87%
676,4.287082982,"99,962",branch-misses,-59.46%
677,4.287082982,"59,10,787",cache-misses,-70.09%
678,4.287082982,"66,87,855",L1-dcache-load-misses,-75.41%
679,4.287082982,"6,12,245",L1-icache-load-misses,-80.73%
680,4.287082982,"9,34,227",dTLB-load-misses,-84.05%
681,4.287082982,"3,478",dTLB-store-misses,-84.05%
682,4.287082982,"14,463",iTLB-load-misses,-29.92%
683,4.287082982,"13,48,272",LLC-load-misses,-24.60%
684,4.287082982,"17,153",LLC-store-misses,-21.27%
685,4.287082982,"1,00,929",branch-load-misses,-27.54%
686,4.287082982,"16,38,35,298",cycles,-38.17%
687,4.287082982,"17,33,94,527",instructions              #    1.06  insn per cycle,-48.80%
688,4.362299951,"96,060",branch-misses,-76.71%
689,4.362299951,"60,16,055",cache-misses,-82.03%
690,4.362299951,"65,51,416",L1-dcache-load-misses,-76.71%
691,4.362299951,"6,08,099",L1-icache-load-misses,-71.40%
692,4.362299951,"9,09,592",dTLB-load-misses,-68.09%
693,4.362299951,"3,267",dTLB-store-misses,-68.10%
694,4.362299951,"13,075",iTLB-load-misses,-33.91%
695,4.362299951,"13,91,463",LLC-load-misses,-39.22%
696,4.362299951,"18,265",LLC-store-misses,-42.54%
697,4.362299951,"95,802",branch-load-misses,-53.18%
698,4.362299951,"15,99,53,206",cycles,-63.81%
699,4.362299951,"17,06,34,592",instructions              #    1.07  insn per cycle,-71.42%
700,4.43752721,"1,11,417",branch-misses,-57.46%
701,4.43752721,"60,72,735",cache-misses,-68.09%
702,4.43752721,"64,59,286",L1-dcache-load-misses,-68.09%
703,4.43752721,"5,95,093",L1-icache-load-misses,-72.16%
704,4.43752721,"9,10,838",dTLB-load-misses,-77.48%
705,4.43752721,"3,256",dTLB-store-misses,-82.80%
706,4.43752721,"17,875",iTLB-load-misses,-38.48%
707,4.43752721,"14,08,709",LLC-load-misses,-33.16%
708,4.43752721,"26,244",LLC-store-misses,-27.85%
709,4.43752721,"1,09,371",branch-load-misses,-33.16%
710,4.43752721,"15,91,59,724",cycles,-38.48%
711,4.43752721,"17,17,17,744",instructions              #    1.08  insn per cycle,-46.83%
712,4.512754434,"91,171",branch-misses,-78.50%
713,4.512754434,"60,63,631",cache-misses,-84.04%
714,4.512754434,"63,71,339",L1-dcache-load-misses,-84.04%
715,4.512754434,"6,08,426",L1-icache-load-misses,-79.99%
716,4.512754434,"8,82,616",dTLB-load-misses,-74.68%
717,4.512754434,"3,452",dTLB-store-misses,-69.36%
718,4.512754434,"12,973",iTLB-load-misses,-25.33%
719,4.512754434,"14,62,376",LLC-load-misses,-30.64%
720,4.512754434,"14,540",LLC-store-misses,-35.95%
721,4.512754434,"89,200",branch-load-misses,-46.58%
722,4.512754434,"15,64,16,873",cycles,-57.21%
723,4.512754434,"16,60,24,008",instructions              #    1.06  insn per cycle,-67.85%
724,4.587942126,"89,213",branch-misses,-57.65%
725,4.587942126,"61,08,821",cache-misses,-68.08%
726,4.587942126,"62,56,796",L1-dcache-load-misses,-68.07%
727,4.587942126,"5,74,038",L1-icache-load-misses,-68.08%
728,4.587942126,"8,78,568",dTLB-load-misses,-68.94%
729,4.587942126,"3,307",dTLB-store-misses,-74.26%
730,4.587942126,"15,031",iTLB-load-misses,-42.56%
731,4.587942126,"14,29,591",LLC-load-misses,-41.71%
732,4.587942126,"16,881",LLC-store-misses,-36.39%
733,4.587942126,"87,291",branch-load-misses,-41.71%
734,4.587942126,"15,68,59,153",cycles,-47.03%
735,4.587942126,"16,25,45,923",instructions              #    1.04  insn per cycle,-52.35%
736,4.663167092,"98,705",branch-misses,-69.99%
737,4.663167092,"60,26,051",cache-misses,-80.62%
738,4.663167092,"63,54,904",L1-dcache-load-misses,-84.05%
739,4.663167092,"6,07,868",L1-icache-load-misses,-84.05%
740,4.663167092,"8,97,379",dTLB-load-misses,-83.19%
741,4.663167092,"3,126",dTLB-store-misses,-77.88%
742,4.663167092,"14,545",iTLB-load-misses,-21.27%
743,4.663167092,"13,71,811",LLC-load-misses,-22.12%
744,4.663167092,"24,981",LLC-store-misses,-27.44%
745,4.663167092,"1,14,438",branch-load-misses,-38.07%
746,4.663167092,"16,08,77,805",cycles,-48.70%
747,4.663167092,"17,10,07,151",instructions              #    1.06  insn per cycle,-59.33%
748,4.738377188,"96,988",branch-misses,-66.18%
749,4.738377188,"61,24,767",cache-misses,-71.51%
750,4.738377188,"61,95,351",L1-dcache-load-misses,-68.09%
751,4.738377188,"5,45,714",L1-icache-load-misses,-68.09%
752,4.738377188,"8,53,462",dTLB-load-misses,-68.10%
753,4.738377188,"3,145",dTLB-store-misses,-68.10%
754,4.738377188,"12,712",iTLB-load-misses,-42.55%
755,4.738377188,"14,66,513",LLC-load-misses,-42.54%
756,4.738377188,"15,160",LLC-store-misses,-42.54%
757,4.738377188,"92,901",branch-load-misses,-50.25%
758,4.738377188,"15,46,34,685",cycles,-55.57%
759,4.738377188,"16,01,83,148",instructions              #    1.04  insn per cycle,-60.88%
760,4.813600874,"99,700",branch-misses,-61.44%
761,4.813600874,"62,93,123",cache-misses,-72.07%
762,4.813600874,"61,08,294",L1-dcache-load-misses,-77.38%
763,4.813600874,"4,93,951",L1-icache-load-misses,-82.70%
764,4.813600874,"8,57,556",dTLB-load-misses,-84.04%
765,4.813600874,"3,078",dTLB-store-misses,-84.05%
766,4.813600874,"13,271",iTLB-load-misses,-27.95%
767,4.813600874,"15,18,441",LLC-load-misses,-22.63%
768,4.813600874,"14,506",LLC-store-misses,-21.27%
769,4.813600874,"96,901",branch-load-misses,-29.51%
770,4.813600874,"15,29,69,947",cycles,-40.15%
771,4.813600874,"16,15,79,397",instructions              #    1.06  insn per cycle,-50.78%
772,4.888825717,"85,810",branch-misses,-74.75%
773,4.888825717,"61,77,830",cache-misses,-80.07%
774,4.888825717,"62,65,479",L1-dcache-load-misses,-74.74%
775,4.888825717,"5,89,542",L1-icache-load-misses,-69.44%
776,4.888825717,"8,79,817",dTLB-load-misses,-68.11%
777,4.888825717,"3,247",dTLB-store-misses,-68.11%
778,4.888825717,"11,938",iTLB-load-misses,-35.87%
779,4.888825717,"14,67,075",LLC-load-misses,-41.18%
780,4.888825717,"17,150",LLC-store-misses,-42.53%
781,4.888825717,"87,831",branch-load-misses,-53.17%
782,4.888825717,"15,40,38,382",cycles,-63.80%
783,4.888825717,"15,96,81,285",instructions              #    1.04  insn per cycle,-69.45%
784,4.964011255,"83,096",branch-misses,-57.43%
785,4.964011255,"61,23,407",cache-misses,-68.07%
786,4.964011255,"62,09,804",L1-dcache-load-misses,-68.84%
787,4.964011255,"5,74,544",L1-icache-load-misses,-74.16%
788,4.964011255,"8,85,242",dTLB-load-misses,-79.48%
789,4.964011255,"3,058",dTLB-store-misses,-84.04%
790,4.964011255,"13,579",iTLB-load-misses,-36.49%
791,4.964011255,"14,93,716",LLC-load-misses,-31.17%
792,4.964011255,"14,439",LLC-store-misses,-25.85%
793,4.964011255,"82,653",branch-load-misses,-31.17%
794,4.964011255,"15,38,92,008",cycles,-36.49%
795,4.964011255,"15,79,06,121",instructions              #    1.03  insn per cycle,-46.80%
796,5.039235043,"82,447",branch-misses,-78.72%
797,5.039235043,"62,15,747",cache-misses,-84.04%
798,5.039235043,"62,93,578",L1-dcache-load-misses,-83.27%
799,5.039235043,"5,22,912",L1-icache-load-misses,-77.96%
800,5.039235043,"9,02,673",dTLB-load-misses,-72.65%
801,5.039235043,"3,131",dTLB-store-misses,-68.11%
802,5.039235043,"11,341",iTLB-load-misses,-27.35%
803,5.039235043,"14,81,900",LLC-load-misses,-32.66%
804,5.039235043,"12,741",LLC-store-misses,-37.97%
805,5.039235043,"89,071",branch-load-misses,-48.60%
806,5.039235043,"15,37,21,495",cycles,-59.23%
807,5.039235043,"15,97,06,969",instructions              #    1.04  insn per cycle,-69.86%
808,5.114463517,"96,799",branch-misses,-57.46%
809,5.114463517,"61,75,728",cache-misses,-68.09%
810,5.114463517,"61,57,629",L1-dcache-load-misses,-68.09%
811,5.114463517,"5,24,676",L1-icache-load-misses,-68.09%
812,5.114463517,"8,57,220",dTLB-load-misses,-70.91%
813,5.114463517,"3,262",dTLB-store-misses,-76.23%
814,5.114463517,"13,693",iTLB-load-misses,-42.55%
815,5.114463517,"14,61,443",LLC-load-misses,-39.73%
816,5.114463517,"19,216",LLC-store-misses,-34.41%
817,5.114463517,"86,428",branch-load-misses,-39.73%
818,5.114463517,"15,57,25,827",cycles,-45.04%
819,5.114463517,"16,16,51,981",instructions              #    1.04  insn per cycle,-50.36%
820,5.189685071,"90,921",branch-misses,-71.95%
821,5.189685071,"61,22,970",cache-misses,-82.59%
822,5.189685071,"62,52,069",L1-dcache-load-misses,-84.04%
823,5.189685071,"5,69,117",L1-icache-load-misses,-84.04%
824,5.189685071,"8,77,449",dTLB-load-misses,-81.22%
825,5.189685071,"3,330",dTLB-store-misses,-75.91%
826,5.189685071,"12,514",iTLB-load-misses,-21.28%
827,5.189685071,"14,71,792",LLC-load-misses,-24.10%
828,5.189685071,"16,506",LLC-store-misses,-29.41%
829,5.189685071,"91,851",branch-load-misses,-40.04%
